 452  17:04:29  25/08/03        doc op - C:\mythos\gpg4_sample\levels\pacman.xml loaded from [pacman.xml022]                 554  C:\mythos\gpg4_sample\RTTIPropsDoc.cpp
 451  17:04:29  25/08/03         3d op - display view from [default camera]                                                  357  C:\mythos\gpg4_sample\3DView.cpp
  78  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CE980                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  77  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CEAE0                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  76  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CEC40                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  75  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CEDA0                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  74  17:04:29  25/08/03     data file - class: CEditorFolder  id: 0x16CEEB0                                                 766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  73  17:04:29  25/08/03     data file - class: CEngineNode  id: 0x16CC220                                                   766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  72  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CE8F0                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  71  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CC7C0                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  70  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CCAA0                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  69  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CCD20                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  68  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CB0E0                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  67  17:04:29  25/08/03     data file - class: CEditorNode  id: 0x16CB250                                                   766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  66  17:04:29  25/08/03     data file - class: CEditorSceneItem  id: 0x16CB4F0                                              766  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  65  17:04:29  25/08/03     data file - editor root: scene root  id: 0x16CB4F0                                              810  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  64  17:04:29  25/08/03     data file - engine root: scene root  id: 0x16CC220                                              801  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  63  17:04:29  25/08/03        doc op - LevelData.xml                                                                       449  C:\mythos\gpg4_sample\RTTIPropsDoc.cpp
  62  17:04:29  25/08/03    props file - prop: File  type: String                                                            586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  61  17:04:29  25/08/03    props file - class: CEngineTexture  base: CEngineObj                                             445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  60  17:04:29  25/08/03    props file - class: CEditorTexture  base: CEditorObj                                             445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  59  17:04:29  25/08/03    props file - prop: Op1  type: U32                                                                586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  58  17:04:29  25/08/03    props file - prop: Op0  type: U32                                                                586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  57  17:04:29  25/08/03    props file - prop: Tex1  type: SP                                                                586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  56  17:04:29  25/08/03    props file - prop: Tex0  type: SP                                                                586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  55  17:04:29  25/08/03    props file - prop: Culling  type: Bool                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  54  17:04:29  25/08/03    props file - prop: Z Test  type: Bool                                                            586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  53  17:04:29  25/08/03    props file - prop: Lighted  type: Bool                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  52  17:04:29  25/08/03    props file - prop: Diffuse  type: Vect4D                                                         586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  51  17:04:29  25/08/03    props file - class: CEngineMaterial  base: CEngineObj                                            445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  50  17:04:29  25/08/03    props file - class: CEditorSphere  base: CEditorNode                                             445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  49  17:04:29  25/08/03    props file - class: CEditorCamera  base: CEditorNode                                             445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  48  17:04:29  25/08/03    props file - class: CEditorMaterial  base: CEditorObj                                            445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  47  17:04:29  25/08/03    props file - class: CEditorBox  base: CEditorNode                                                445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  46  17:04:29  25/08/03    props file - prop: PerspAllow  type: Bool                                                        586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  45  17:04:29  25/08/03    props file - prop: Rotations  type: Bool                                                         586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  44  17:04:29  25/08/03    props file - prop: Scale Ortho  type: Float                                                      586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  43  17:04:29  25/08/03    props file - prop: Perspective  type: Bool                                                       586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  42  17:04:29  25/08/03    props file - prop: Far  type: Float                                                              586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  41  17:04:29  25/08/03    props file - prop: Near  type: Float                                                             586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  40  17:04:29  25/08/03    props file - prop: Ratio  type: Float                                                            586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  39  17:04:29  25/08/03    props file - prop: FOV  type: Float                                                              586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  38  17:04:29  25/08/03    props file - prop: Initial Up  type: Vect3D                                                      586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  37  17:04:29  25/08/03    props file - prop: Up  type: Vect3D                                                              586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  36  17:04:29  25/08/03    props file - prop: Target  type: Vect3D                                                          586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  35  17:04:29  25/08/03    props file - class: CEngineCamera  base: CEngineNode                                             445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  34  17:04:29  25/08/03    props file - prop: Material  type: Fct                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  33  17:04:29  25/08/03    props file - prop: Section Pts  type: U32                                                        586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  32  17:04:29  25/08/03    props file - prop: Radius  type: Float                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  31  17:04:29  25/08/03    props file - class: CEngineSphere  base: CEngineNode                                             445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  30  17:04:29  25/08/03    props file - prop: Material  type: Fct                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  29  17:04:29  25/08/03    props file - prop: Extent  type: Vect3D                                                          586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  28  17:04:29  25/08/03    props file - class: CEngineBox  base: CEngineNode                                                445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  27  17:04:29  25/08/03    props file - class: CEditorFolder  base: CEditorObj                                              445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  26  17:04:29  25/08/03    props file - prop: Collide  type: Bool                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  25  17:04:29  25/08/03    props file - prop: Draw Node  type: Bool                                                         586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  24  17:04:29  25/08/03    props file - prop: Scale  type: Vect3D                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  23  17:04:29  25/08/03    props file - prop: Position  type: Vect3D                                                        586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  22  17:04:29  25/08/03    props file - prop: Rotation  type: Vect4D                                                        586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  21  17:04:29  25/08/03    props file - prop: Subnodes  type: Fct                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  20  17:04:29  25/08/03    props file - class: CEngineNode  base: CEngineObj                                                445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  19  17:04:29  25/08/03    props file - prop: Deleted  type: Bool                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  18  17:04:29  25/08/03    props file - class: CEngineObj  base: CPersistent                                                445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  17  17:04:29  25/08/03    props file - class: CEditorNode  base: CEditorObj                                                445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  16  17:04:29  25/08/03    props file - prop: EngineObj  type: SP                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  15  17:04:29  25/08/03    props file - prop: Renamable  type: Bool                                                         586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  14  17:04:29  25/08/03    props file - prop: DropTarget  type: Bool                                                        586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  13  17:04:29  25/08/03    props file - prop: Draggable  type: Bool                                                         586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  12  17:04:29  25/08/03    props file - prop: Deletable  type: Bool                                                         586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  11  17:04:29  25/08/03    props file - prop: Selected  type: Bool                                                          586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
  10  17:04:29  25/08/03    props file - class: CEditorObj  base: CPersistent                                                445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
   9  17:04:29  25/08/03    props file - prop: Subitems  type: Fct                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
   8  17:04:29  25/08/03    props file - prop: EditorObj  type: SP                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
   7  17:04:29  25/08/03    props file - prop: Prev Parent  type: String                                                     586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
   6  17:04:29  25/08/03    props file - prop: Expanded  type: Bool                                                          586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
   5  17:04:29  25/08/03    props file - prop: Deleted  type: Bool                                                           586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
   4  17:04:29  25/08/03    props file - class: CEditorSceneItem  base: CPersistent                                          445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
   3  17:04:29  25/08/03    props file - prop: Name  type: String                                                            586  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
   2  17:04:29  25/08/03    props file - class: CPersistent  base: CRefCount                                                 445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
   1  17:04:29  25/08/03    props file - class: CRefCount  base:                                                             445  C:\mythos\gpg4_sample\PropSystem\Persistent.cpp
